"OECD (2015), Employment rate by age group (indicator). doi: 10.1787/084f32c7-en (Accessed on 04 April 2015) (Accessed on 05 April 2015)"
https://data.oecd.org/emp/employment-rate-by-age-group.htm
"Flags: .. Not available; | Break in series; e Estimated value; f Forecast value; x Not applicable; p Provisional data; s Strike; - Nil"
"Information on data for Israel: http://oe.cd/israel-disclaimer"
"Disclaimer and Terms and Conditions: http://www.oecd.org/termsandconditions/"

"Employment rate by age group, 55-64 year-olds, % in same age group"

Location,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,"1955 Flags","1956 Flags","1957 Flags","1958 Flags","1959 Flags","1960 Flags","1961 Flags","1962 Flags","1963 Flags","1964 Flags","1965 Flags","1966 Flags","1967 Flags","1968 Flags","1969 Flags","1970 Flags","1971 Flags","1972 Flags","1973 Flags","1974 Flags","1975 Flags","1976 Flags","1977 Flags","1978 Flags","1979 Flags","1980 Flags","1981 Flags","1982 Flags","1983 Flags","1984 Flags","1985 Flags","1986 Flags","1987 Flags","1988 Flags","1989 Flags","1990 Flags","1991 Flags","1992 Flags","1993 Flags","1994 Flags","1995 Flags","1996 Flags","1997 Flags","1998 Flags","1999 Flags","2000 Flags","2001 Flags","2002 Flags","2003 Flags","2004 Flags","2005 Flags","2006 Flags","2007 Flags","2008 Flags","2009 Flags","2010 Flags","2011 Flags","2012 Flags","2013 Flags","2014 Flags"
Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6500,28.8500,28.6750,29.0750,30.2750,28.8000,31.8250,35.5500,38.6500,41.0250,41.0750,42.4000,41.5000,43.0750,44.8750,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,..
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5750,26.3000,25.1000,26.5750,28.1250,30.0000,31.8000,31.9750,34.3750,34.5000,35.2250,37.3500,38.7000,39.5000,41.7250,42.6750,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1859,43.4709,44.4941,45.3128,46.7507,48.0970,48.1878,50.0255,53.0261,53.9078,54.8005,55.5347,56.9899,57.2216,57.2842,58.0539,58.3942,59.4039,60.3105,60.4318,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,
Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0348,53.2066,54.4179,55.7477,55.3539,58.0055,59.7411,62.7157,63.9461,64.2379,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5500,36.2750,37.0750,40.7500,42.2500,42.6750,44.4750,45.2000,46.0000,47.6000,46.8500,46.5000,47.6750,49.3250,51.6250,54.0000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5250,55.7250,57.9750,57.8750,60.2000,60.3000,59.5000,60.7000,58.9500,58.3750,58.2500,58.4500,59.5500,60.8500,61.6250,63.2250,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0250,46.9250,49.6750,50.9000,53.0000,55.7250,58.4250,59.9500,62.3500,60.3000,53.8000,57.5250,60.4750,62.6000,63.9750,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,|,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2750,38.8000,41.6750,45.7250,47.8500,49.6250,50.9500,52.7250,54.5500,55.0500,56.4500,55.4500,56.2500,56.9500,58.1750,58.5500,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,..
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9750,37.8250,38.5250,38.0750,38.1750,38.1750,38.9500,39.7500,41.5250,44.4750,45.6000,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,|,,..
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4750,48.1500,51.3000,53.7500,56.0750,57.6750,60.0250,61.6000,63.6000,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,|,,,,..
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0250,39.3500,38.9250,38.4250,39.6000,41.7750,39.8750,41.9500,42.5750,42.6750,42.9750,42.3750,42.3500,39.4750,36.4500,35.5500,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,|,,,,,,,,,,,,,,..
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3750,22.1750,23.4750,25.6000,28.9500,31.0500,32.9999,33.5750,33.0750,31.4500,32.7750,34.4000,35.7750,36.9000,38.5000,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,..
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0000,81.7500,84.3000,84.3500,84.6750,82.9250,80.2000,79.8250,79.1750,79.0750,81.1500,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,..
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3000,46.8000,48.0250,48.9750,49.5000,51.6000,53.1250,53.9500,53.9500,51.2750,50.1500,50.0250,49.2500,51.3000,53.0000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,|,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6591,46.8641,45.5174,45.1594,45.9306,46.6530,48.3574,49.1379,50.3947,51.5290,52.3984,54.8415,57.1564,58.4292,58.7816,59.8082,61.2546,63.1083,64.6333,65.1333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,|,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7000,27.6250,27.6750,27.9500,28.9000,30.2250,30.5750,31.4250,32.4753,33.7500,34.4250,35.7250,36.6000,37.9500,40.3500,42.7000,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,..
